text,polarity,id,polarity_nb,polarity_svm,polarity_gpt
"there's a reason the studio didn't offer an advance screening . "" the adventures of pluto nash "" is a big time stinker .",negative,5409,negative,negative,2
"a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .",negative,5410,negative,negative,2
"takes one character we don't like and another we don't believe , and puts them into a battle of wills that is impossible to care about and isn't very funny .",negative,5411,negative,positive,2
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",negative,5415,negative,negative,2
"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti",negative,5420,negative,negative,2
feels like a cold old man going through the motions .,negative,5425,negative,negative,2
completely awful iranian drama . . . as much fun as a grouchy ayatollah in a cold mosque .,negative,5432,positive,negative,2
it's all pretty tame . the most offensive thing about the movie is that hollywood expects people to pay to see it .,negative,5439,negative,negative,2
"i'm not saying that ice age doesn't have some fairly pretty pictures , but there's not enough substance in the story to actually give them life .",negative,5442,positive,positive,2
"j . lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she's a pretty woman , but she's no working girl .",negative,5448,positive,negative,2
wow . i have not been this disappointed by a movie in a long time .,negative,5451,negative,negative,2
"the problem is not that it's all derivative , because plenty of funny movies recycle old tropes . the problem is that van wilder does little that is actually funny with the material .",negative,5458,negative,negative,2
"as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink .",negative,5462,negative,positive,2
with its parade of almost perpetually wasted characters . . . margarita feels like a hazy high that takes too long to shake .,negative,5467,negative,negative,2
"it comes off as so silly that you wouldn't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van .",negative,5473,negative,positive,2
"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen . it never is , not fully .",negative,5475,positive,positive,2
"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",negative,5476,negative,negative,1
"plodding , peevish and gimmicky .",negative,5480,negative,negative,2
it may play well as a double feature with mainstream foreign mush like my big fat greek wedding,negative,5492,positive,positive,2
"by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",negative,5493,positive,positive,2
putting the primitive murderer inside a high-tech space station unleashes a pandora's box of special effects that run the gamut from cheesy to cheesier to cheesiest .,negative,5495,negative,negative,2
calculated swill .,negative,5498,negative,negative,2
this movie . . . doesn't deserve the energy it takes to describe how bad it is .,negative,5499,negative,negative,2
you might be shocked to discover that seinfeld's real life is boring .,negative,5502,negative,negative,2
"it's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .",negative,5503,negative,negative,2
one of the oddest and most inexplicable sequels in movie history .,negative,5508,positive,positive,2
there's nothing to gain from watching they . it isn't scary . it hates its characters . it finds no way to entertain or inspire its viewers .,negative,5509,negative,negative,2
the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,negative,5511,negative,positive,2
". . . ice age treads predictably along familiar territory , making it a passable family film that won't win many fans over the age of 12 .",negative,5513,positive,positive,2
it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,negative,5519,negative,negative,2
"an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",negative,5520,negative,positive,2
"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .",negative,5522,negative,negative,2
what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .,negative,5529,negative,positive,2
"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better .",negative,5539,negative,negative,2
"parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone . . . that ultimately dulls the human tragedy at the story's core .",negative,5556,positive,negative,2
bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .,negative,5558,negative,positive,2
"during the tuxedo's 90 minutes of screen time , there isn't one true 'chan moment' .",negative,5564,negative,negative,2
the film can depress you about life itself .,negative,5568,negative,negative,2
"at 90 minutes this movie is short , but it feels much longer .",negative,5574,negative,negative,2
an ugly-duckling tale so hideously and clumsily told it feels accidental .,negative,5577,negative,negative,2
"it wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it's not all new , at least it looks pretty .",negative,5579,negative,positive,1
"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness .",negative,5581,negative,negative,2
a mimetic approximation of better films like contempt and 8 1/2 .,negative,5585,negative,positive,1
though its atmosphere is intriguing . . . the drama is finally too predictable to leave much of an impression .,negative,5593,positive,negative,2
"cuba gooding jr . valiantly mugs his way through snow dogs , but even his boisterous energy fails to spark this leaden comedy .",negative,5600,negative,negative,2
diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing .,negative,5601,positive,positive,2
storytelling feels slight .,negative,5603,positive,negative,2
this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero .,negative,5605,negative,negative,2
the basic premise is intriguing but quickly becomes distasteful and downright creepy .,negative,5609,negative,negative,2
it's like an all-star salute to disney's cheesy commercialism .,negative,5611,positive,negative,2
"as is often the case with ambitious , eager first-time filmmakers , mr . murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .",negative,5617,positive,positive,2
"it's not only dull because we've seen [eddie] murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .",negative,5622,negative,negative,2
"it's sincere to a fault , but , unfortunately , not very compelling or much fun .",negative,5627,positive,positive,2
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",negative,5639,negative,negative,2
just because a walk to remember is shrewd enough to activate girlish tear ducts doesn't mean it's good enough for our girls .,negative,5645,positive,positive,2
"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through .",negative,5647,negative,positive,2
the script by vincent r . nebrida . . . tries to cram too many ingredients into one small pot .,negative,5651,negative,negative,2
"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",negative,5654,negative,negative,2
what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .,negative,5662,negative,negative,2
"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage's war-weary marine .",negative,5663,negative,negative,2
it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .,negative,5670,negative,positive,1
"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",negative,5674,positive,positive,2
"as pure over-the-top trash , any john waters movie has it beat by a country mile .",negative,5677,negative,negative,2
"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout .",negative,5683,negative,negative,2
"i can't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents . . .",negative,5685,negative,negative,2
"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view .",negative,5686,positive,negative,1
cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .,negative,5691,positive,positive,1
"to paraphrase a line from another dickens' novel , nicholas nickleby is too much like a fragment of an underdone potato .",negative,5692,negative,negative,2
ultimately feels like just one more in the long line of films this year about the business of making movies .,negative,5699,negative,negative,2
[at least] moore is a real charmer .,negative,5705,positive,positive,1
"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film .",negative,5707,positive,positive,2
"the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus .",negative,5708,negative,negative,2
woody allen can write and deliver a one liner as well as anybody . but i had a lot of problems with this movie .,negative,5724,negative,negative,2
"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",negative,5730,positive,positive,2
the script becomes lifeless and falls apart like a cheap lawn chair .,negative,5733,negative,negative,2
"the film starts promisingly , but the ending is all too predictable and far too cliched to really work .",negative,5735,negative,negative,2
"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration .",negative,5742,negative,negative,2
i don't even care that there's no plot in this antonio banderas-lucy liu faceoff . it's still terrible !,negative,5749,negative,negative,2
cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,negative,5755,negative,negative,2
only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .,negative,5759,positive,positive,2
"do you say "" hi "" to your lover when you wake up in the morning ?",negative,5762,positive,positive,1
the sheer dumbness of the plot ( other than its one good idea ) and the movie's inescapable air of sleaziness get you down .,negative,5777,negative,negative,2
this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines .,negative,5782,negative,negative,2
"surprisingly , considering that baird is a former film editor , the movie is rather choppy .",negative,5784,negative,negative,2
a humorless journey into a philosophical void .,negative,5787,positive,positive,2
these two are generating about as much chemistry as an iraqi factory poised to receive a un inspector .,negative,5788,positive,negative,2
"in the book-on-tape market , the film of "" the kid stays in the picture "" would be an abridged edition",negative,5794,negative,positive,2
a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .,negative,5811,negative,negative,2
"the issues are presented in such a lousy way , complete with some of the year's ( unintentionally ) funniest moments , that it's impossible to care .",negative,5815,negative,negative,2
laggard drama wending its way to an uninspired philosophical epiphany .,negative,5816,negative,positive,2
"none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him .",negative,5819,positive,negative,2
"when a movie asks you to feel sorry for mick jagger's sex life , it already has one strike against it .",negative,5829,positive,positive,2
. . . a weak and ineffective ghost story without a conclusion or pay off .,negative,5832,negative,negative,2
"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a good alternative .",negative,5836,negative,negative,2
. . . too sappy for its own good .,negative,5842,negative,negative,2
"a direct-to-void release , heading nowhere .",negative,5854,negative,positive,2
"typical anim� , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names .",negative,5855,positive,positive,2
. . . standard guns versus martial arts cliche with little new added .,negative,5858,negative,negative,2
it's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film .,negative,5873,negative,positive,2
"sets animation back 30 years , musicals back 40 years and judaism back at least 50 .",negative,5878,positive,positive,2
might best be enjoyed as a daytime soaper .,negative,5880,negative,positive,1
"eventually arrives at its heart , as simple self-reflection meditation .",negative,5881,positive,positive,1
"while van wilder may not be the worst national lampoon film , it's far from being this generation's animal house .",negative,5893,negative,negative,2
"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack .",negative,5900,positive,positive,1
"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",negative,5902,positive,positive,2
"a tired , unimaginative and derivative variation of that already-shallow genre .",negative,5906,negative,negative,2
"kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . )",negative,5910,negative,positive,2
obvious,negative,5919,negative,negative,2
"i like it . no , i hate it . no , i love it . . . hell , i dunno .",negative,5922,positive,positive,1
a fifty car pileup of cliches .,negative,5925,negative,negative,2
predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .,negative,5937,positive,positive,2
its one-sidedness . . . flirts with propaganda .,negative,5940,negative,negative,2
"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .",negative,5944,negative,negative,2
"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism .",negative,5957,positive,positive,2
. . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .,negative,5960,negative,negative,2
"no dia em que aceitou dirigir esta continua��o , harold ramis deve ter sa�do da cama com o p� esquerdo . e aqueles que decidiram assistir a este filme tamb�m .",negative,5966,positive,negative,2
. . . a pretentious mess . . .,negative,5971,negative,negative,2
"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability .",negative,5978,negative,negative,1
the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',negative,5981,negative,negative,2
"children , christian or otherwise , deserve to hear the full story of jonah's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it .",negative,5990,negative,positive,1
an uneven mix of dark satire and childhood awakening .,negative,5995,negative,negative,1
"as the movie dragged on , i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .",negative,6001,negative,negative,2
serving sara is little more than a mall movie designed to kill time .,negative,6011,negative,negative,2
"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",negative,6012,negative,negative,2
lawrence should stick to his day job . he's a better actor than a standup comedian .,negative,6019,negative,negative,2
much of the cast is stiff or just plain bad .,negative,6028,negative,negative,2
"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience .",negative,6030,negative,negative,2
"much like its easily dismissive take on the upscale lifestyle , there isn't much there here .",negative,6044,positive,positive,2
you'd be hard put to find a movie character more unattractive or odorous [than leon] .,negative,6050,negative,negative,2
"jacobi , the most fluent of actors , is given relatively dry material from nijinsky's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",negative,6058,negative,negative,2
the only thing i laughed at were the people who paid to see it .,negative,6063,negative,negative,2
the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .,negative,6065,negative,negative,2
". . . a cheap , ludicrous attempt at serious horror .",negative,6069,negative,negative,2
"from beginning to end , this overheated melodrama plays like a student film .",negative,6073,negative,negative,2
it's just not very smart .,negative,6075,positive,positive,2
a film that should be relegated to a dark video store corner is somehow making its way instead to theaters . it's hard to imagine acting that could be any flatter .,negative,6089,negative,negative,2
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",negative,6091,negative,positive,2
decent but dull .,negative,6094,negative,negative,2
howard conjures the past via surrealist flourishes so overwrought you'd swear he just stepped out of a bu�uel retrospective .,negative,6105,positive,negative,2
the best thing that can be said of the picture is that it does have a few cute moments .,negative,6106,negative,negative,1
"it's not a bad premise , just a bad movie .",negative,6107,negative,negative,2
"the heedless impetuousness of youth is on full , irritating display in [this] meandering and pointless french coming-of-age import from writer-director anne-sophie birot .",negative,6110,positive,positive,2
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .,negative,6120,negative,negative,2
crush could be the worst film a man has made about women since valley of the dolls .,negative,6124,negative,negative,2
viewers of barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .,negative,6129,negative,negative,2
the filmmakers lack the nerve . . . to fully exploit the script's potential for sick humor .,negative,6134,negative,negative,2
"several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante .",negative,6137,negative,positive,2
couldn't someone take rob schneider and have him switch bodies with a funny person ?,negative,6150,negative,negative,2
"instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who's apparently been forced by his kids to watch too many barney videos .",negative,6155,negative,negative,2
this is a film living far too much in its own head .,negative,6156,positive,negative,2
more of a career curio than a major work .,negative,6162,positive,positive,2
"cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy .",negative,6164,positive,positive,2
"to be influenced chiefly by humanity's greatest shame , reality shows -- reality shows for god's sake ! -- is a crime that should be punishable by chainsaw .",negative,6165,positive,negative,2
"my precious new star wars movie is a lumbering , wheezy drag . . .",negative,6177,negative,negative,2
"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop .",negative,6184,negative,negative,2
heavy with flabby rolls of typical toback machinations .,negative,6186,negative,negative,2
"if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special .",negative,6195,negative,negative,2
"britney spears' phoniness is nothing compared to the movie's contrived , lame screenplay and listless direction .",negative,6203,negative,negative,2
the film has a childlike quality about it . but the feelings evoked in the film are lukewarm and quick to pass .,negative,6209,negative,negative,2
"it's not a film to be taken literally on any level , but its focus always appears questionable .",negative,6211,positive,positive,2
"big fat liar is little more than home alone raised to a new , self-deprecating level .",negative,6212,positive,positive,1
"there's a delightfully quirky movie to be made from curling , but brooms isn't it .",negative,6216,positive,negative,2
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .,negative,6222,positive,positive,2
"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .",negative,6231,negative,negative,2
trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible .,negative,6234,negative,negative,2
"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket .",negative,6237,negative,negative,2
". . . unlike [scorsese's mean streets] , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .",negative,6241,negative,negative,2
"being unique doesn't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .",negative,6242,positive,positive,2
odd and weird .,negative,6244,positive,negative,2
mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline .,negative,6259,negative,negative,2
it's probably not easy to make such a worthless film . . .,negative,6272,positive,positive,2
"has no reason to exist , other than to employ hollywood kids and people who owe favors to their famous parents .",negative,6274,positive,positive,2
'christian bale's quinn [is] a leather clad grunge-pirate with a hairdo like gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . ',negative,6278,positive,positive,2
"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot .",negative,6280,negative,negative,2
"if you're a crocodile hunter fan , you'll enjoy at least the "" real "" portions of the film . if you're looking for a story , don't bother .",negative,6304,negative,positive,2
less a study in madness or love than a study in schoolgirl obsession .,negative,6315,positive,positive,2
"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",negative,6317,negative,negative,2
"formulaic to the 51st power , more like .",negative,6323,negative,positive,2
cinematic poo .,negative,6330,positive,negative,2
"first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people .",negative,6335,negative,negative,1
". . . an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you'll wonder if lopez's publicist should share screenwriting credit .",negative,6336,negative,negative,2
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little .,negative,6339,negative,negative,2
"slow , dry , poorly cast , but beautifully shot .",negative,6341,negative,positive,2
this long and relentlessly saccharine film is a clear case of preaching to the converted .,negative,6345,negative,negative,2
it would work much better as a one-hour tv documentary .,negative,6354,negative,negative,2
"this toothless dog , already on cable , loses all bite on the big screen .",negative,6360,negative,negative,2
director roger michell does so many of the little things right that it's difficult not to cuss him out severely for bungling the big stuff .,negative,6365,negative,positive,2
"a frankenstein mishmash that careens from dark satire to cartoonish slapstick , bartleby performs neither one very well .",negative,6376,negative,negative,2
one of those strained caper movies that's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,negative,6379,negative,negative,2
it's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,negative,6382,negative,negative,2
"unless you're a fanatic , the best advice is : 'scooby' don't .",negative,6389,negative,negative,2
"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .",negative,6393,negative,negative,2
don't even bother to rent this on video .,negative,6415,negative,negative,2
a mawkish self-parody that plays like some weird masterpiece theater sketch with neither a point of view nor a compelling reason for being .,negative,6421,negative,negative,2
'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about,negative,6432,positive,positive,2
. . . stale and uninspired .,negative,6434,negative,negative,2
ruh-roh ! romething's really wrong with this ricture !,negative,6447,negative,negative,2
"its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .",negative,6448,negative,negative,2
did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray .,negative,6454,negative,positive,2
"love may have been in the air onscreen , but i certainly wasn't feeling any of it .",negative,6469,positive,negative,2
it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,negative,6472,negative,negative,2
it's loud and boring ; watching it is like being trapped at a bad rock concert .,negative,6496,negative,negative,2
traffics in the kind of prechewed racial clich�s that have already been through the corporate stand-up-comedy mill .,negative,6499,negative,negative,2
"as social expos� , skins has its heart in the right place , but that's not much to hang a soap opera on .",negative,6505,positive,positive,2
"there's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it's a movie that emphasizes style over character and substance .",negative,6507,negative,positive,2
coppola has made a film of intoxicating atmosphere and little else .,negative,6510,positive,positive,2
"the impulses that produced this project . . . are commendable , but the results are uneven .",negative,6514,positive,positive,2
a well-acted movie that simply doesn't gel .,negative,6515,negative,negative,2
it's both sitcomishly predictable and cloying in its attempts to be poignant .,negative,6519,negative,negative,2
"by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .",negative,6525,negative,negative,2
it's one long bore .,negative,6529,negative,negative,2
"skip this dreck , rent animal house and go back to the source .",negative,6533,negative,negative,2
"we just don't really care too much about this love story . in that setting , their struggle is simply too ludicrous and borderline insulting .",negative,6535,negative,negative,2
a bore that tends to hammer home every one of its points .,negative,6544,negative,negative,2
starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .,negative,6547,negative,negative,2
the disjointed mess flows as naturally as jolie's hideous yellow 'do .,negative,6551,negative,negative,2
the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal .,negative,6562,negative,negative,2
this ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,negative,6563,negative,negative,2
it's splash without the jokes .,negative,6574,negative,negative,1
"morrissette has performed a difficult task indeed - he's taken one of the world's most fascinating stories and made it dull , lifeless , and irritating .",negative,6577,negative,negative,2
"granddad of le nouvelle vague , jean-luc godard continues to baffle the faithful with his games of hide-and-seek .",negative,6578,positive,positive,2
"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original .",negative,6582,positive,positive,2
"coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera-ish story .",negative,6583,negative,negative,2
"a clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .",negative,6591,negative,negative,2
". . . tara reid plays a college journalist , but she looks like the six-time winner of the miss hawaiian tropic pageant , so i don't know what she's doing in here . . .",negative,6595,negative,negative,2
"i highly recommend irwin , but not in the way this film showcases him .",negative,6598,negative,negative,2
"a blair witch- style adventure that plays like a bad soap opera , with passable performances from everyone in the cast .",negative,6603,negative,negative,2
"an ill-conceived jumble that's not scary , not smart and not engaging .",negative,6607,negative,negative,2
its generic villains lack any intrigue ( other than their funny accents ) and the action scenes are poorly delivered .,negative,6614,negative,negative,2
stiff and schmaltzy and clumsily directed .,negative,6617,negative,negative,2
too many improbabilities and rose-colored situations temper what could've been an impacting film .,negative,6619,positive,negative,2
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",negative,6622,negative,negative,2
"for most movies , 84 minutes is short , but this one feels like a life sentence .",negative,6628,negative,negative,2
"while glover , the irrepressible eccentric of river's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw .",negative,6629,positive,positive,2
a very depressing movie of many missed opportunities .,negative,6637,negative,negative,2
the comedy is nonexistent .,negative,6642,negative,negative,2
one just waits grimly for the next shock without developing much attachment to the characters .,negative,6656,negative,negative,2
this dubious product of a college-spawned ( colgate u . ) comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips .,negative,6659,negative,negative,2
"as a kind of colorful , dramatized pbs program , frida gets the job done . but , for that , why not watch a documentary ?",negative,6664,negative,negative,2
friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans .,negative,6669,negative,negative,2
"this is a truly , truly bad movie .",negative,6677,negative,negative,2
"despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying there",negative,6678,negative,negative,2
sewer rats could watch this movie and be so skeeved out that they'd need a shower .,negative,6680,negative,negative,2
"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive .",negative,6682,negative,negative,1
well-meaning but inert .,negative,6688,negative,negative,2
"on top of a foundering performance , [madonna's] denied her own athleticism by lighting that emphasizes every line and sag .",negative,6699,positive,positive,2
hollywood ending is the most disappointing woody allen movie ever . he has a great cast and a great idea . but the execution is a flop with the exception of about six gags that really work .,negative,6706,negative,negative,2
"an overstylized , pur�ed m�lange of sex , psychology , drugs and philosophy . sometimes entertaining , sometimes indulgent -- but never less than pure wankery .",negative,6710,positive,positive,2
"amidst the action , the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the "" other side of the story . """,negative,6718,positive,negative,1
rife with nutty cliches and far too much dialogue .,negative,6719,negative,negative,2
"too intensely focused on the travails of being hal hartley to function as pastiche , no such thing is hartley's least accessible screed yet .",negative,6722,negative,negative,2
"kenneth branagh's energetic sweet-and-sour performance as a curmudgeonly british playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in los angeles .",negative,6723,negative,negative,1
"director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , cannot overcome blah characters .",negative,6724,negative,negative,2
"the script boasts some tart tv-insider humor , but the film has not a trace of humanity or empathy .",negative,6732,positive,positive,2
shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors . . .,negative,6746,negative,negative,2
conforms itself with creating a game of 'who's who' . . . where the characters' moves are often more predictable than their consequences .,negative,6749,positive,positive,2
"downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .",negative,6755,negative,negative,2
"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .",negative,6771,negative,negative,2
video games are more involving than this mess .,negative,6776,negative,negative,2
"a pale xerox of other , better crime movies .",negative,6778,negative,negative,2
. . . del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .,negative,6792,positive,positive,2
now here's a sadistic bike flick that would have made vittorio de sica proud .,negative,6795,positive,positive,2
"occasionally interesting but essentially unpersuasive , a footnote to a still evolving story .",negative,6798,positive,negative,2
"moretti plays giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy . too predictably , in fact .",negative,6800,positive,negative,2
it follows the basic plot trajectory of nearly every schwarzenegger film : someone crosses arnie . arnie blows things up .,negative,6803,negative,negative,2
ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ?,negative,6804,positive,positive,1
more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .,negative,6807,negative,negative,2
"affleck merely creates an outline for a role he still needs to grow into , a role that ford effortlessly filled with authority .",negative,6811,positive,positive,2
a living testament to the power of the eccentric and the strange . the fact that it isn't very good is almost beside the point .,negative,6815,positive,positive,2
what might have been acceptable on the printed page of iles' book does not translate well to the screen .,negative,6817,negative,negative,2
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,negative,6819,negative,negative,2
